flow_id,src_ip,dst_ip,src_port,dst_port,total_flow_packets,total_fw_packets,total_bw_packets,flow_duration,flow_down_up_ratio,flow_total_SYN_flag,flow_total_RST_flag,flow_total_PSH_flag,flow_total_ACK_flag,flow_total_URG_flag,flow_total_CWE_flag,flow_total_ECE_flag,flow_total_FIN_flag,flow_start_timestamp,flow_end_timestamp,flow_total_http_get_packets,flow_total_http_2xx_packets,flow_total_http_4xx_packets,flow_total_http_5xx_packets,flow_websocket_packts_per_second,fw_websocket_packts_per_second,bw_websocket_packts_per_second,flow_websocket_bytes_per_second,fw_websocket_bytes_per_second,bw_websocket_bytes_per_second,flow_total_websocket_ping_packets,flow_total_websocket_pong_packets,flow_total_websocket_close_packets,flow_total_websocket_data_messages,flow_total_ocpp16_heartbeat_packets,flow_total_ocpp16_resetHard_packets,flow_total_ocpp16_resetSoft_packets,flow_total_ocpp16_unlockconnector_packets,flow_total_ocpp16_starttransaction_packets,flow_total_ocpp16_remotestarttransaction_packets,flow_total_ocpp16_authorize_not_accepted_packets,flow_total_ocpp16_setchargingprofile_packets,flow_avg_ocpp16_setchargingprofile_limit,flow_max_ocpp16_setchargingprofile_limit,flow_min_ocpp16_setchargingprofile_limit,flow_avg_ocpp16_setchargingprofile_minchargingrate,flow_min_ocpp16_setchargingprofile_minchargingrate,flow_max_ocpp16_setchargingprofile_minchargingrate,flow_total_ocpp16_metervalues,flow_min_ocpp16_metervalues_soc,flow_max_ocpp16_metervalues_soc,flow_avg_ocpp16_metervalues_wh_diff,flow_max_ocpp16_metervalues_wh_diff,flow_min_ocpp16_metervalues_wh_diff,label
192.168.21.128-192.168.21.70-46148-80,192.168.21.128,192.168.21.70,46148,80,119,58,61,101846251.0,1.0517241379310345,0,0,63,119,0,0,0,0,1683725382376916.0,1683725484223167.0,0,0,0,0,6.185794703429977e-07,3.043803742957609e-07,3.141990960472369e-07,6.42144402546e-05,5.42189815116e-05,9.995458743e-06,5,4,0,54,0,0,0,0,4,3,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
192.168.21.225-192.168.21.70-41636-80,192.168.21.225,192.168.21.70,41636,80,1702,954,748,119822724.0,0.7840670859538784,0,0,957,1702,0,0,0,0,1719309483261493.0,1719309603084217.0,0,0,0,0,7.986798898e-06,3.9892266178e-06,3.9975722801e-06,0.0006109024862429,0.0002632889567758,0.000347613529467,0,0,0,957,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.225-192.168.21.70-41552-80,192.168.21.225,192.168.21.70,41552,80,701,393,308,49774672.0,0.7837150127226463,0,0,399,701,0,0,0,0,1719316443179113.0,1719316492953785.0,0,0,0,0,8.0161251489e-06,3.9980173048e-06,4.018107844e-06,0.0006130226232329,0.0002638691421211,0.0003491534811118,0,0,0,399,200,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.225-192.168.21.70-41408-80,192.168.21.225,192.168.21.70,41408,80,1730,950,780,119795817.0,0.8210526315789474,0,0,961,1730,0,0,0,0,1719313683154616.0,1719313802950433.0,0,0,0,0,8.0219829378e-06,3.9901226267e-06,4.0318603111e-06,0.0006139446421572,0.0002633480933645,0.0003505965487926,0,0,0,961,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.128-192.168.21.70-41048-80,192.168.21.128,192.168.21.70,41048,80,61,25,36,102661239.0,1.44,3,0,34,59,0,0,0,0,1682665067436739.0,1682665170097978.0,1,0,0,0,3.1170479054904065e-07,1.2663007116054777e-07,1.850747193884929e-07,7.7965160736e-05,9.497255337e-06,6.8467905399e-05,3,3,0,26,1,0,0,0,0,0,0,12,83.33333333333333,90,10,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.225-192.168.21.70-58529-80,192.168.21.225,192.168.21.70,58529,80,11,6,5,19243.0,0.8333333333333334,3,0,2,9,0,0,0,2,1719082414060646.0,1719082414079889.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
192.168.21.128-192.168.21.70-37290-80,192.168.21.128,192.168.21.70,37290,80,122,61,61,104976305.0,1.0,0,0,65,122,0,0,0,0,1683684642607304.0,1683684747583609.0,0,0,0,0,6.191873489927084e-07,3.04830694888718e-07,3.1435665410399045e-07,6.44907438873e-05,5.34977869529e-05,1.09929569344e-05,5,4,0,56,0,0,0,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
192.168.21.70-192.168.21.128-80-32826,192.168.21.70,192.168.21.128,80,32826,14,8,6,95906047.0,0.75,0,0,9,14,0,0,0,0,1682616922079354.0,1682617017985401.0,0,0,0,0,9.384184085910662e-08,8.341496965253924e-08,1.0426871206567402e-08,6.58352647982e-05,5.98502407256e-05,5.9850240725e-06,0,0,0,9,0,0,0,0,0,0,0,7,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.225-192.168.21.70-52030-80,192.168.21.225,192.168.21.70,52030,80,11,6,5,23639.0,0.8333333333333334,3,0,2,9,0,0,0,2,1719082542195575.0,1719082542219214.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
192.168.21.70-192.168.21.128-80-40678,192.168.21.70,192.168.21.128,80,40678,41,20,21,119992646.0,1.05,0,0,21,41,0,0,0,0,1682659315964325.0,1682659435956971.0,0,0,0,0,1.7501072524061184e-07,8.333844059076753e-08,9.167228464984429e-08,2.33180956772e-05,2.0184570311e-05,3.1335253662e-06,4,5,0,12,2,0,0,0,0,0,0,4,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.225-192.168.21.70-41316-80,192.168.21.225,192.168.21.70,41316,80,1648,955,693,119566734.0,0.7256544502617801,0,0,956,1648,0,0,0,0,1719309483203891.0,1719309602770625.0,0,0,0,0,7.9955349453e-06,3.9894039424e-06,4.0061310029e-06,0.0006116584233203,0.0002633006601986,0.0003483577631216,0,0,0,956,478,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.225-192.168.21.70-41064-80,192.168.21.225,192.168.21.70,41064,80,1701,955,746,119756424.0,0.7811518324607329,0,0,958,1701,0,0,0,0,1719314763021910.0,1719314882778334.0,0,0,0,0,7.9995708622e-06,3.9914351483e-06,4.0081357138e-06,0.0006119671709636,0.0002634347197942,0.0003485324511693,0,0,0,958,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.128-192.168.21.70-48966-80,192.168.21.128,192.168.21.70,48966,80,41,20,21,103864633.0,1.05,0,0,21,41,0,0,0,0,1682681007000046.0,1682681110864679.0,0,0,0,0,2.021862437043416e-07,9.62791636687341e-08,1.0590708003560753e-07,2.69389099945e-05,3.5815848884e-06,2.3357325106e-05,5,4,0,12,2,0,0,0,0,0,0,4,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.128-192.168.21.70-42252-80,192.168.21.128,192.168.21.70,42252,80,48,23,25,116370808.0,1.0869565217391304,0,0,25,48,0,0,0,0,1682524026217191.0,1682524142587999.0,0,0,0,0,2.148305097271474e-07,1.0311864466903076e-07,1.1171186505811665e-07,3.44588137602e-05,4.1934915498e-06,3.02653222103e-05,6,5,0,14,1,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
192.168.21.128-192.168.21.70-39214-80,192.168.21.128,192.168.21.70,39214,80,41,20,21,102604581.0,1.05,0,0,21,41,0,0,0,0,1682605400133942.0,1682605502738523.0,0,0,0,0,2.046692242717701e-07,9.746153536750957e-08,1.0720768890426053e-07,2.73087222099e-05,3.6450614227e-06,2.36636607872e-05,5,4,0,12,2,0,0,0,0,0,0,4,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.124-192.168.21.70-56814-80,192.168.21.124,192.168.21.70,56814,80,29,16,13,13673138.0,0.8125,3,1,10,26,0,0,0,0,1683711747616775.0,1683711761289913.0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,normal
192.168.21.225-192.168.21.70-46326-80,192.168.21.225,192.168.21.70,46326,80,11,6,5,4991.0,0.8333333333333334,3,0,2,9,0,0,0,2,1719082680452928.0,1719082680457919.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
192.168.21.225-192.168.21.70-41618-80,192.168.21.225,192.168.21.70,41618,80,1735,955,780,119800015.0,0.8167539267015707,0,0,956,1735,0,0,0,0,1719311043250492.0,1719311163050507.0,0,0,0,0,7.9799656118e-06,3.9899828059e-06,3.9899828059e-06,0.0006102920771754,0.0002633388651912,0.0003469532119841,0,0,0,956,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.128-192.168.21.70-60208-80,192.168.21.128,192.168.21.70,60208,80,49,24,25,113810267.0,1.0416666666666667,0,0,25,49,0,0,0,0,1682668699146975.0,1682668812957242.0,0,0,0,0,2.196638375340953e-07,1.0543864201636573e-07,1.1422519551772952e-07,3.03839020077e-05,3.9715221826e-06,2.6412379825e-05,6,5,0,14,2,0,0,0,0,0,0,5,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.128-192.168.21.70-52784-80,192.168.21.128,192.168.21.70,52784,80,43,21,22,114223697.0,1.0476190476190477,0,0,23,43,0,0,0,0,1682539332188174.0,1682539446411871.0,0,0,0,0,2.0135926785840244e-07,9.630225854097508e-08,1.0505700931742736e-07,3.01338521725e-05,3.8695998431e-06,2.62642523293e-05,5,4,0,14,2,0,0,0,0,0,0,5,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
192.168.21.128-192.168.21.70-60654-80,192.168.21.128,192.168.21.70,60654,80,32,11,21,45397413.0,1.9090909090909087,3,0,19,30,0,0,0,0,1682611424451193.0,1682611469848606.0,1,0,0,0,3.744706774370601e-07,1.1013843454031181e-07,2.643322428967484e-07,0.0001167907959865,1.40536642473e-05,0.0001027371317392,0,0,0,17,0,0,0,0,0,0,0,8,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.128-192.168.21.70-46830-80,192.168.21.128,192.168.21.70,46830,80,59,28,31,34468589.0,1.1071428571428572,0,0,31,59,0,0,0,0,1683805296124867.0,1683805330593456.0,0,0,0,0,8.99369568043531e-07,4.351788232468698e-07,4.641907447966611e-07,0.0001025571426785,8.50049301408e-05,1.75522125376e-05,2,2,0,27,0,0,0,0,3,1,2,0,0.0,0,0,0.0,0,0,4,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
192.168.21.128-192.168.21.70-42252-80,192.168.21.128,192.168.21.70,42252,80,49,24,25,119953525.0,1.0416666666666667,0,0,24,49,0,0,0,0,1682531946071386.0,1682532066024911.0,0,0,0,0,2.0007748834392322e-07,1.0003874417196161e-07,1.0003874417196161e-07,3.40465192665e-05,4.2849928753e-06,2.97615263911e-05,4,4,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
192.168.21.70-192.168.21.128-80-33388,192.168.21.70,192.168.21.128,80,33388,4,3,1,43783592.0,0.3333333333333333,0,0,4,4,0,0,0,0,1682621377045439.0,1682621420829031.0,0,0,0,0,9.135842486381657e-08,6.851881864786242e-08,2.2839606215954145e-08,5.24397358718e-05,3.93298019038e-05,1.31099339679e-05,0,0,0,4,0,0,0,0,0,0,0,4,50.0,90,10,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.128-192.168.21.70-33924-80,192.168.21.128,192.168.21.70,33924,80,129,64,65,110452699.0,1.015625,0,0,65,129,0,0,0,0,1683651835465785.0,1683651945918484.0,0,0,0,0,5.884872039206576e-07,2.897167773147852e-07,2.987704266058723e-07,6.08586305346e-05,5.06280068357e-05,1.02306236989e-05,5,4,0,56,0,0,0,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
192.168.21.225-192.168.21.70-42277-80,192.168.21.225,192.168.21.70,42277,80,11,6,5,23304.0,0.8333333333333334,3,0,2,9,0,0,0,2,1719082045558531.0,1719082045581835.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
192.168.21.225-192.168.21.70-46459-80,192.168.21.225,192.168.21.70,46459,80,11,6,5,20484.0,0.8333333333333334,3,0,2,9,0,0,0,2,1719082936775291.0,1719082936795775.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
192.168.21.225-192.168.21.70-39526-80,192.168.21.225,192.168.21.70,39526,80,11,6,5,6278.0,0.8333333333333334,3,0,2,9,0,0,0,2,1719083006101275.0,1719083006107553.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
192.168.21.70-192.168.21.128-80-46148,192.168.21.70,192.168.21.128,80,46148,126,61,65,114524240.0,1.0655737704918034,0,0,65,126,0,0,0,0,1683736187601723.0,1683736302125963.0,0,0,0,0,5.675654341823182e-07,2.7941682913591044e-07,2.881486050464077e-07,6.00396911605e-05,1.00240787452e-05,5.00156124153e-05,4,4,0,57,0,0,0,0,4,5,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
192.168.21.70-192.168.21.128-80-52784,192.168.21.70,192.168.21.128,80,52784,46,23,23,114363698.0,1.0,0,0,25,46,0,0,0,0,1682546057639488.0,1682546172003186.0,0,0,0,0,2.1860083607999453e-07,1.049284013183974e-07,1.1367243476159717e-07,4.07297077784e-05,3.12161993922e-05,9.5135083862e-06,4,4,0,17,2,0,0,0,0,0,0,7,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
192.168.21.70-192.168.21.128-80-49230,192.168.21.70,192.168.21.128,80,49230,43,21,22,101909637.0,1.0476190476190477,0,0,23,43,0,0,0,0,1682575354844367.0,1682575456754004.0,0,0,0,0,2.2569013762653285e-07,1.0793876147355917e-07,1.1775137615297365e-07,3.93878353231e-05,2.93985935795e-05,9.9892417436e-06,4,4,0,15,2,0,0,0,0,0,0,6,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.225-192.168.21.70-41138-80,192.168.21.225,192.168.21.70,41138,80,1698,944,754,119864600.0,0.798728813559322,0,0,962,1698,0,0,0,0,1719310683022862.0,1719310802887462.0,0,0,0,0,8.0257223567e-06,3.9878329381e-06,4.0378894185e-06,0.0006143181556522,0.0002631969739189,0.0003511211817333,0,0,0,962,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.128-192.168.21.70-54306-80,192.168.21.128,192.168.21.70,54306,80,53,26,27,111294794.0,1.0384615384615383,0,0,27,53,0,0,0,0,1682507765354483.0,1682507876649277.0,0,0,0,0,2.4259894851865215e-07,1.1680690113861033e-07,1.257920473800419e-07,3.68570698823e-05,4.690246338e-06,3.21668235443e-05,6,5,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
192.168.21.128-192.168.21.70-36192-80,192.168.21.128,192.168.21.70,36192,80,64,30,34,119834518.0,1.1333333333333333,3,0,32,62,0,0,0,0,1683711892890024.0,1683712012724542.0,1,0,0,0,2.503452302449283e-07,1.2517261512246414e-07,1.2517261512246414e-07,2.03363775368e-05,1.68315443134e-05,3.5048332234e-06,3,3,0,24,1,0,0,0,1,1,1,0,0.0,0,0,0.0,0,0,2,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
192.168.21.225-192.168.21.70-56635-80,192.168.21.225,192.168.21.70,56635,80,11,6,5,21312.0,0.8333333333333334,3,0,2,9,0,0,0,2,1719082770171797.0,1719082770193109.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
192.168.21.225-192.168.21.70-41404-80,192.168.21.225,192.168.21.70,41404,80,1754,952,802,119778032.0,0.842436974789916,0,0,959,1754,0,0,0,0,1719308523127475.0,1719308642905507.0,0,0,0,0,8.0064765131e-06,3.990715092e-06,4.015761421e-06,0.000612583115408,0.0002633871960761,0.0003491959193318,0,0,0,959,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.225-192.168.21.70-33602-80,192.168.21.225,192.168.21.70,33602,80,11,6,5,7674.0,0.8333333333333334,3,0,2,9,0,0,0,2,1719082447250109.0,1719082447257783.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
192.168.21.128-192.168.21.70-54654-80,192.168.21.128,192.168.21.70,54654,80,49,24,25,107121074.0,1.0416666666666667,0,0,25,49,0,0,0,0,1682518763492359.0,1682518870613433.0,0,0,0,0,2.333807818244989e-07,1.1202277527575949e-07,1.213580065487394e-07,3.81810959064e-05,4.7983088743e-06,3.33827870321e-05,5,4,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
192.168.21.128-192.168.21.70-49230-80,192.168.21.128,192.168.21.70,49230,80,48,23,25,118136754.0,1.0869565217391304,0,0,25,48,0,0,0,0,1682568616935875.0,1682568735072629.0,0,0,0,0,2.1161915452662602e-07,1.0157719417278049e-07,1.1004196035384553e-07,3.45870346158e-05,4.3339602847e-06,3.02530743311e-05,5,4,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
192.168.21.128-192.168.21.70-37712-80,192.168.21.128,192.168.21.70,37712,80,124,59,65,116741281.0,1.1016949152542372,0,0,65,124,0,0,0,0,1683644219191113.0,1683644335932394.0,0,0,0,0,5.567867633729324e-07,2.7411040658359744e-07,2.826763567893349e-07,5.77430703368e-05,4.7592419343e-05,1.01506509937e-05,5,5,0,55,0,0,0,0,5,3,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
192.168.21.128-192.168.21.70-41186-80,192.168.21.128,192.168.21.70,41186,80,125,62,63,119669145.0,1.0161290322580645,0,0,63,125,0,0,0,0,1683750673491859.0,1683750793161004.0,0,0,0,0,5.264514925714561e-07,2.5904755983674824e-07,2.6740393273470785e-07,5.61966077387e-05,4.6344444092e-05,9.8521636466e-06,4,4,0,55,0,0,0,0,5,3,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
192.168.21.128-192.168.21.70-50652-80,192.168.21.128,192.168.21.70,50652,80,47,23,24,117710161.0,1.0434782608695652,0,0,25,47,0,0,0,0,1682506628610417.0,1682506746320578.0,0,0,0,0,2.1238608279535019e-07,1.0194531974176808e-07,1.1044076305358209e-07,3.49927310013e-05,4.3666578622e-06,3.0626073139e-05,4,4,0,17,3,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
192.168.21.128-192.168.21.70-46148-80,192.168.21.128,192.168.21.70,46148,80,127,62,65,105962421.0,1.0483870967741935,0,0,65,127,0,0,0,0,1683732342208060.0,1683732448170481.0,0,0,0,0,6.134250179127184e-07,3.019938549724153e-07,3.114311629403032e-07,6.38905749426e-05,5.29999215476e-05,1.08906533949e-05,5,4,0,56,0,0,0,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
192.168.21.70-192.168.21.128-80-46830,192.168.21.70,192.168.21.128,80,46830,132,69,63,104225379.0,0.9130434782608696,0,0,70,132,0,0,0,0,1683796655457746.0,1683796759683125.0,0,0,0,0,6.7162144836144e-07,3.3581072418072e-07,3.3581072418072e-07,6.95511982738e-05,1.03141865284e-05,5.92370117454e-05,5,5,0,60,0,0,0,0,3,3,5,0,0.0,0,0,0.0,0,0,10,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
192.168.21.225-192.168.21.70-41540-80,192.168.21.225,192.168.21.70,41540,80,1702,952,750,119832554.0,0.7878151260504201,0,0,959,1702,0,0,0,0,1719313083116310.0,1719313202948864.0,0,0,0,0,8.0028336874e-06,3.988899377e-06,4.0139343103e-06,0.0006123043993537,0.0002632673588847,0.0003490370404689,0,0,0,959,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.225-192.168.21.70-41740-80,192.168.21.225,192.168.21.70,41740,80,1689,956,733,119711971.0,0.7667364016736402,0,0,957,1689,0,0,0,0,1719308883167269.0,1719309002879240.0,0,0,0,0,7.994187983e-06,3.9929172998e-06,4.0012706832e-06,0.0006114676701797,0.0002635325417873,0.0003479351283924,0,0,0,957,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.128-192.168.21.70-52784-80,192.168.21.128,192.168.21.70,52784,80,49,24,25,114242745.0,1.0416666666666667,0,0,25,49,0,0,0,0,1682541372133138.0,1682541486375883.0,0,0,0,0,2.18832276832984e-07,1.0503949287983233e-07,1.137927839531517e-07,3.58009604898e-05,4.4991916116e-06,3.13017688781e-05,5,4,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
192.168.21.140-192.168.21.70-44124-80,192.168.21.140,192.168.21.70,44124,80,15,8,7,60128321.0,0.875,0,0,9,15,0,0,0,0,1719083041665612.0,1719083101793933.0,0,0,0,0,8.315549007263982e-08,3.3262196029055923e-08,4.989329404358389e-08,3.658841563196152e-07,1.9957317617433562e-07,1.6631098014527964e-07,3,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,normal
192.168.21.128-192.168.21.70-46326-80,192.168.21.128,192.168.21.70,46326,80,65,28,37,105103546.0,1.3214285714285714,3,1,35,62,0,0,0,0,1682637180430218.0,1682637285533764.0,1,0,0,0,3.139760860209227e-07,1.522308295859019e-07,1.6174525643502077e-07,6.68769063224e-05,3.16069259927e-05,3.52699803296e-05,0,0,0,33,0,0,0,0,0,0,0,6,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.225-192.168.21.70-46440-80,192.168.21.225,192.168.21.70,46440,80,11,6,5,8384.0,0.8333333333333334,3,0,2,9,0,0,0,2,1719082868344502.0,1719082868352886.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
192.168.21.70-192.168.21.225-80-41488,192.168.21.70,192.168.21.225,80,41488,1730,779,951,119767591.0,1.220795892169448,0,0,958,1730,0,0,0,0,1719307323076038.0,1719307442843629.0,0,0,0,0,7.9988249909e-06,4.0161115038e-06,3.9827134871e-06,0.0006122607909847,0.0003494017008324,0.0002628590901523,0,0,0,958,477,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.140-192.168.21.70-47214-80,192.168.21.140,192.168.21.70,47214,80,16,9,7,60325436.0,0.7777777777777778,0,0,10,16,0,0,0,0,1719308147360646.0,1719308207686082.0,0,0,0,0,8.288377725110846e-08,3.3153510900443394e-08,4.973026635066509e-08,3.646886199048773e-07,1.989210654026604e-07,1.6576755450221698e-07,3,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,normal
192.168.21.128-192.168.21.70-36032-80,192.168.21.128,192.168.21.70,36032,80,104,52,52,118282908.0,1.0,0,0,52,104,0,0,0,0,1683710576337051.0,1683710694619959.0,0,0,0,0,4.396239564891321e-07,2.1981197824456606e-07,2.1981197824456606e-07,4.4190661934e-05,3.60998902732e-05,8.0907716607e-06,4,4,0,44,0,0,0,0,3,4,3,0,0.0,0,0,0.0,0,0,6,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
192.168.21.128-192.168.21.70-42252-80,192.168.21.128,192.168.21.70,42252,80,48,23,25,116584414.0,1.0869565217391304,0,0,25,48,0,0,0,0,1682530506049568.0,1682530622633982.0,0,0,0,0,2.1443689719965485e-07,1.0292971065583433e-07,1.1150718654382053e-07,3.50818763818e-05,4.4088226064e-06,3.06730537754e-05,5,4,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
192.168.21.225-192.168.21.70-52314-80,192.168.21.225,192.168.21.70,52314,80,11,6,5,6049.0,0.8333333333333334,3,0,2,9,0,0,0,2,1719083218080976.0,1719083218087025.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
192.168.21.225-192.168.21.70-41770-80,192.168.21.225,192.168.21.70,41770,80,1673,957,716,119803417.0,0.7481713688610241,0,0,958,1673,0,0,0,0,1719309963193765.0,1719310082997182.0,0,0,0,0,7.9964330232e-06,3.9898695043e-06,4.0065635189e-06,0.0006117271262805,0.0002633313872842,0.0003483957389963,0,0,0,958,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
