Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Bwd Act Data Pkts,Fwd Seg Size Min,Bwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Fwd TCP Retrans. Count,Bwd TCP Retrans. Count,Total TCP Retrans. Count,Total Connection Flow Time,Label
192.168.21.128-192.168.21.70-40472-80-6,192.168.21.128,40472,192.168.21.70,80,6,2023-04-28 04:28:11.419504,0,0,1,0.0,574.0,0.0,0.0,0.0,0.0,574.0,574.0,574.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,32,0.0,0.0,574.0,574.0,574.0,0.0,0.0,0,0,0,1,1,0,1,0,0.0,574.0,0.0,574.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,504,0,1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,0,0,1009890924,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.128-192.168.21.70-51884-80-6,192.168.21.128,51884,192.168.21.70,80,6,2023-04-28 19:12:56.345795,27906754,0,2,0.0,1148.0,0.0,0.0,0.0,0.0,574.0,574.0,574.0,0.0,41.136995008448494,0.0716672386906768,27906754.0,0.0,27906754.0,27906754.0,0.0,0.0,0.0,0.0,0.0,27906754.0,27906754.0,0.0,27906754.0,27906754.0,0,2,0,0,0,0,0,64,0.0,0.0716672386906768,574.0,574.0,574.0,0.0,0.0,0,0,0,2,2,0,2,0,0.0,574.0,0.0,574.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1148.0,0,504,0,2,0,32,0.0,0.0,0.0,0.0,27906754.0,0.0,27906754.0,27906754.0,-1,-1,0,1,1,925628302,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.128-192.168.21.70-57246-80-6,192.168.21.128,57246,192.168.21.70,80,6,2023-05-10 22:41:15.087363,116540245,62,68,6578.0,1121.0,385.0,0.0,106.09677419354836,132.26869196703157,112.0,0.0,16.48529411764706,29.04833473124531,66.06301539867194,1.115494480039921,903412.7519379844,2413530.6067991294,16718174.0,588.0,116539527.0,1910484.049180328,3240831.375829976,16719202.0,1404.0,116538979.0,1739387.7462686563,3150250.060565772,16767207.0,2980.0,34,34,0,0,0,0,1984,2176,0.5320050597113469,0.5834894203285741,0.0,385.0,59.22307692307693,103.58520930788517,10729.895587358376,0,0,0,68,130,0,4,0,1.096774193548387,59.22307692307693,106.09677419354838,16.485294117647058,0.0,0.0,0.0,0.0,0.0,0.0,2.952380952380953,313.23809523809524,3.238095238095238,53.38095238095238,237,3106,34,34,32,0,3933432.555555556,3218772.352183792,11380914.0,22482.0,8749844.222222222,3532498.7460763445,16718174.0,5363301.0,-1,-1,0,0,0,7233680773,cyberattack_ocpp16_doc_idtag
192.168.21.225-192.168.21.70-56577-80-6,192.168.21.225,56577,192.168.21.70,80,6,2024-06-22 19:04:54.137527,65850,6,4,337.0,227.0,337.0,0.0,56.16666666666667,137.5796738863218,227.0,0.0,56.75,113.5,8564.920273348518,151.8602885345482,7316.666666666667,14252.94834411463,38579.0,24.0,65850.0,13170.0,17607.44030232674,38579.0,163.0,65718.0,21906.0,18822.558991805552,38713.0,1568.0,1,1,0,0,0,0,200,136,91.11617312072892,60.74411541381928,0.0,337.0,56.4,121.69561299497292,14809.82222222222,2,2,0,2,9,0,0,0,0.6666666666666666,56.4,56.16666666666666,56.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,1,1,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,0,1,65850,cyberattack_ocpp16_unauthorized_access
192.168.21.128-192.168.21.70-49230-80-6,192.168.21.128,49230,192.168.21.70,80,6,2023-04-27 06:52:06.150933,102863756,24,24,514.0,3570.0,70.0,0.0,21.416666666666668,30.20641548134906,574.0,0.0,148.75000000000003,251.3266106431854,39.70300287304306,0.4666366645215639,2188590.5531914914,4881553.300769211,20401961.0,886.0,102814202.0,4470182.695652174,6272019.251381266,20450188.0,12123.0,102863756.0,4472337.217391305,6259890.539220785,20401961.0,3540.0,12,12,0,0,0,0,768,768,0.2333183322607819,0.2333183322607819,0.0,574.0,85.08333333333331,188.40583553926405,35496.758865248215,0,0,0,24,48,0,6,0,1.0,85.08333333333333,21.416666666666668,148.75,0.0,0.0,0.0,0.0,0.0,0.0,2.4,51.4,2.4,357.0,0,501,12,12,0,32,758709.5714285715,1826683.123492492,4900233.0,13689.0,13002859.285714284,4047072.8441363527,20401961.0,8798131.0,-1,-1,0,0,0,13652213922,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.225-192.168.21.70-41260-80-6,192.168.21.225,41260,192.168.21.70,80,6,2024-06-25 11:42:07.594657,119957198,956,742,31614.0,41847.0,66.0,0.0,33.069037656903696,33.017200713374706,87.0,0.0,56.3975741239892,41.57200662703053,612.3934305301129,14.155048870014452,70687.80082498539,96181.64351870435,254609.0,14.0,119957198.0,125609.6314136126,102140.54396947242,254609.0,527.0,119953542.0,161880.62348178116,106229.91085064072,297240.0,385.0,479,481,0,0,0,0,30616,23744,7.969509257793767,6.185539612220685,0.0,87.0,43.26325088339209,38.756840800208224,1502.0927088126846,0,0,0,960,1698,0,0,0,0.7761506276150628,43.263250883392224,33.06903765690377,56.397574123989216,0.0,0.0,0.0,348.0,4.0,7776.362539384595,0.0,0.0,0.0,0.0,192,506,479,481,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,2,2,9724596054,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.128-192.168.21.70-40678-80-6,192.168.21.128,40678,192.168.21.70,80,6,2023-04-28 05:39:10.834243,119978055,19,19,374.0,2422.0,70.0,0.0,19.684210526315788,28.705502050185714,574.0,0.0,127.4736842105263,237.5968500588649,23.304261766870617,0.3167245876756379,3242650.135135135,7096883.677505967,27234122.0,986.0,119927037.0,6662613.166666667,9092184.154171132,27265798.0,8001.0,119978055.0,6665447.5,9102611.793769704,27234122.0,3382.0,10,10,0,0,0,0,608,608,0.1583622938378189,0.1583622938378189,0.0,574.0,73.57894736842104,175.63393004384372,30847.277382645792,0,0,0,20,38,0,4,0,1.0,73.57894736842105,19.68421052631579,127.47368421052632,0.0,0.0,0.0,0.0,0.0,0.0,2.111111111111111,41.55555555555556,2.111111111111111,269.1111111111111,0,504,10,10,0,32,853916.857142857,1310611.506989063,2975996.0,28221.0,16285010.42857143,7429742.123038924,27234122.0,5375031.0,-1,-1,0,0,0,2834850252,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.128-192.168.21.70-40450-80-6,192.168.21.128,40450,192.168.21.70,80,6,2023-04-28 04:17:30.395103,0,0,1,0.0,574.0,0.0,0.0,0.0,0.0,574.0,574.0,574.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,32,0.0,0.0,574.0,574.0,574.0,0.0,0.0,0,0,0,1,1,0,1,0,0.0,574.0,0.0,574.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,504,0,1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,0,0,651378755,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.1-255.255.255.255-67-68-17,192.168.21.1,67,255.255.255.255,68,17,2023-05-10 07:33:44.314631,0,1,0,300.0,0.0,300.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,8,0,0.0,0.0,300.0,300.0,300.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,0,0,0,normal
192.168.21.225-192.168.21.70-42574-80-6,192.168.21.225,42574,192.168.21.70,80,6,2024-06-22 18:55:18.208642,23944,6,4,337.0,227.0,337.0,0.0,56.16666666666667,137.5796738863218,227.0,0.0,56.75,113.5,23554.96157701303,417.641162712997,2660.444444444444,4772.064938554145,11634.0,44.0,23944.0,4788.8,5781.966378318019,11634.0,125.0,23807.0,7935.666666666667,5498.745341742363,11766.0,1635.0,1,1,0,0,0,0,200,136,250.5846976277982,167.0564650851988,0.0,337.0,56.4,121.69561299497292,14809.82222222222,2,2,0,2,9,0,0,0,0.6666666666666666,56.4,56.16666666666666,56.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,1,1,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,0,1,23944,cyberattack_ocpp16_unauthorized_access
192.168.21.225-192.168.21.70-41674-80-6,192.168.21.225,41674,192.168.21.70,80,6,2024-06-25 09:38:04.377892,119974655,957,771,31614.0,41586.0,66.0,0.0,33.0344827586207,33.01723687764442,87.0,0.0,53.93774319066147,42.25659115072367,610.1288643005474,14.403042042504728,69469.97973364216,96580.08125042405,253589.0,13.0,119974608.0,125496.45188284508,104551.57655262075,253589.0,505.0,119974584.0,155811.14805194808,104771.3122477765,298349.0,538.0,479,478,0,0,0,0,30624,24672,7.976684742289945,6.426357300214783,0.0,87.0,42.36111111111113,38.82817900753905,1507.6274850414964,0,0,0,957,1728,0,0,0,0.8056426332288401,42.36111111111112,33.03448275862069,53.93774319066148,264.0,4.0,351.31096209966853,348.0,4.0,43516.3186194823,0.0,0.0,0.0,0.0,449,506,479,478,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,0,0,2281247520,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.225-192.168.21.70-41300-80-6,192.168.21.225,41300,192.168.21.70,80,6,2024-06-25 10:34:06.507198,119954662,955,732,31614.0,41673.0,66.0,0.0,33.10366492146592,33.0171281572676,87.0,0.0,56.93032786885243,41.403117290486506,610.9558292949048,14.063646813493586,71147.4863582444,96972.55898943049,251940.0,15.0,119954640.0,125738.61635220124,104356.49217042024,255180.0,190.0,119953584.0,164095.19015047865,105568.01773428346,298189.0,100.0,479,479,0,0,0,0,30572,23424,7.961341260750666,6.102305552742919,0.0,87.0,43.44220509780677,38.72467308390022,1499.600305454946,0,0,0,958,1687,0,0,0,0.7664921465968586,43.44220509780676,33.10366492146597,56.93032786885246,264.0,4.0,350.5827109604904,348.0,4.0,8500.936405830143,0.0,0.0,0.0,0.0,299,506,479,479,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,1,1,5643495200,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.225-192.168.21.70-51266-80-6,192.168.21.225,51266,192.168.21.70,80,6,2024-06-22 18:51:36.734849,4697,6,4,337.0,227.0,337.0,0.0,56.16666666666667,137.5796738863218,227.0,0.0,56.75,113.5,120076.6446668086,2129.018522461145,521.8888888888889,721.1248928660771,1890.0,32.0,4697.0,939.4,778.1203634400015,1890.0,137.0,4573.0,1524.3333333333333,483.32735628488206,2027.0,1063.0,1,1,0,0,0,0,200,136,1277.4111134766872,851.6074089844582,0.0,337.0,56.4,121.69561299497292,14809.82222222222,2,2,0,2,9,0,0,0,0.6666666666666666,56.4,56.16666666666666,56.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,1,1,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,0,1,4697,cyberattack_ocpp16_unauthorized_access
192.168.21.225-192.168.21.70-41174-80-6,192.168.21.225,41174,192.168.21.70,80,6,2024-06-25 10:56:07.670144,119983802,935,792,31614.0,42456.0,66.0,0.0,33.81176470588234,33.00767009993854,87.0,0.0,53.60606060606059,42.33651669543411,617.3333297106221,14.393609564064324,69515.52838933936,90182.72636310665,255552.0,13.0,119983802.0,128462.31477516062,94615.08912306622,256405.0,180.0,119829074.0,151490.6118836916,107283.38458910344,299886.0,496.0,479,488,0,0,0,0,30040,25344,7.792718553792786,6.600891010271536,0.0,87.0,42.8894035900405,38.83722662014422,1508.3301715444388,0,0,0,967,1727,0,0,0,0.8470588235294118,42.88940359004053,33.811764705882354,53.60606060606061,313.5,4.75,333.1685203040176,400.2,4.6,6600.954020940957,0.0,0.0,0.0,0.0,272,506,479,488,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,10,10,6964732910,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.225-192.168.21.70-41048-80-6,192.168.21.225,41048,192.168.21.70,80,6,2024-06-25 10:46:06.909782,119808848,959,746,31548.0,41766.0,66.0,0.0,32.8967674661106,33.0170573360923,87.0,0.0,55.98659517426267,41.68948599932895,611.9247553402734,14.231002371377446,70310.35680751172,98744.33866539825,260913.0,12.0,119808848.0,125061.42797494792,107611.69509930996,260913.0,215.0,119808753.0,160817.11812080548,105476.0501767036,298922.0,534.0,478,481,0,0,0,0,30688,23872,8.004417169590013,6.226585201787434,0.0,87.0,42.999413489736085,38.78180959579307,1504.0287555243476,0,0,0,959,1705,0,0,0,0.7778936392075079,42.99941348973607,32.89676746611053,55.98659517426273,286.0,4.333333333333333,340.9264298247845,369.75,4.25,3707.3894613882535,0.0,0.0,0.0,0.0,285,506,478,481,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,0,0,6363861266,cyberattack_ocpp16_dos_flooding_heartbeat
8.6.0.1-8.0.6.4-0-0-0,8.6.0.1,0,8.0.6.4,0,0,2023-05-09 22:38:45.535684,109010505,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1467748452316591,7267367.0,10088217.507356212,30154269.0,0.0,109010505.0,7267367.0,10088217.507356212,30154269.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.1467748452316591,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2857142857142856,0.0,0.0,0.0,0,0,0,0,0,0,48.0,50.91168824543142,84.0,12.0,15572911.285714284,9304302.230270876,30154269.0,5830267.0,-1,-1,0,0,0,0,normal
192.168.21.128-52.158.114.137-40896-22-6,192.168.21.128,40896,52.158.114.137,22,6,2023-05-11 00:45:27.783665,111159123,16,10,440.0,528.0,92.0,0.0,27.5,34.959023632437635,104.0,0.0,52.79999999999999,38.03156583681508,8.708237109787202,0.2338989306347802,4446364.92,13862160.201769505,50002333.0,7.0,111092584.0,7406172.266666666,17496001.365938697,50008458.0,7.0,111091733.0,12343525.888888888,21639050.351799183,50049624.0,70146.0,8,8,0,0,0,0,512,320,0.143937803467557,0.0899611271672231,0.0,104.0,37.23076923076923,37.57052854811355,1411.544615384615,0,0,0,16,26,0,0,0,0.625,37.23076923076923,27.5,52.8,0.0,0.0,0.0,0.0,0.0,0.0,5.333333333333333,146.66666666666666,3.333333333333333,176.0,311,501,8,8,32,0,228279.0,134346.69429874336,310852.0,73259.0,36801380.0,22836503.350073475,50002333.0,10432064.0,-1,-1,0,0,0,237389326,normal
192.168.21.225-192.168.21.70-54088-80-6,192.168.21.225,54088,192.168.21.70,80,6,2024-06-22 19:04:37.191205,10499,6,4,337.0,227.0,337.0,0.0,56.16666666666667,137.5796738863218,227.0,0.0,56.75,113.5,53719.40184779503,952.471663967997,1166.5555555555557,2013.880961670222,6005.0,36.0,10499.0,2099.8,2409.1520707502045,6005.0,195.0,10287.0,3429.0,2449.590986266891,6189.0,1513.0,1,1,0,0,0,0,200,136,571.4829983807982,380.9886655871988,0.0,337.0,56.4,121.69561299497292,14809.82222222222,2,2,0,2,9,0,0,0,0.6666666666666666,56.4,56.16666666666666,56.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,1,1,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,0,1,10499,cyberattack_ocpp16_unauthorized_access
192.168.21.128-192.168.21.70-48966-80-6,192.168.21.128,48966,192.168.21.70,80,6,2023-04-28 15:09:12.657813,108799024,22,22,444.0,2996.0,70.0,0.0,20.181818181818187,29.3851863613144,574.0,0.0,136.1818181818182,243.6192650845707,31.617930690260604,0.4044153925498449,2530209.8604651173,5303508.130837791,22412955.0,839.0,108796993.0,5180809.190476191,6687391.611493974,22415547.0,9660.0,108799024.0,5180905.904761904,6686622.449810688,22416364.0,4757.0,11,11,0,0,0,0,704,704,0.2022076962749224,0.2022076962749224,0.0,574.0,78.1818181818182,181.2429017345934,32848.98942917548,0,0,0,22,44,0,5,0,1.0,78.18181818181819,20.181818181818183,136.1818181818182,0.0,0.0,0.0,0.0,0.0,0.0,2.2,44.4,2.2,299.6,0,501,11,11,0,32,43821.55555555556,29229.08016475677,101386.0,13543.0,11511929.111111112,5496879.827239073,22412955.0,6107154.0,-1,-1,0,0,0,14134678925,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.225-192.168.21.70-47809-80-6,192.168.21.225,47809,192.168.21.70,80,6,2024-06-22 19:11:27.525203,15410,6,4,337.0,227.0,337.0,0.0,56.16666666666667,137.5796738863218,227.0,0.0,56.75,113.5,36599.61064243998,648.9292667099286,1712.2222222222224,3654.658663192016,11253.0,24.0,15410.0,3082.0,4640.162766541708,11253.0,214.0,15160.0,5053.333333333333,5573.692881145617,11455.0,1278.0,1,1,0,0,0,0,200,136,389.3575600259572,259.57170668397146,0.0,337.0,56.4,121.69561299497292,14809.82222222222,2,2,0,2,9,0,0,0,0.6666666666666666,56.4,56.16666666666666,56.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,1,1,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,0,1,15410,cyberattack_ocpp16_unauthorized_access
192.168.21.225-192.168.21.70-41756-80-6,192.168.21.225,41756,192.168.21.70,80,6,2024-06-25 10:26:06.569053,119829989,955,756,31548.0,41499.0,66.0,0.0,33.034554973822,33.017272966375124,87.0,0.0,54.89285714285718,42.00937015357521,609.5886397853212,14.278562605893256,70076.01695906435,97542.65916647205,259130.0,13.0,119829970.0,125607.93501048218,105803.97866307264,259130.0,476.0,119829288.0,158714.28874172177,105648.80616461956,297461.0,167.0,478,477,0,0,0,0,30560,24192,7.969624365066077,6.308938240827177,0.0,87.0,42.69257744009347,38.79784385199062,1505.2726875634469,0,0,0,955,1711,0,0,0,0.7916230366492146,42.69257744009352,33.03455497382199,54.892857142857146,264.0,4.0,350.8925830080267,348.0,4.0,10522.496371552976,0.0,0.0,0.0,0.0,282,506,478,477,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,0,0,5163273919,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.128-192.168.21.70-36032-80-6,192.168.21.128,36032,192.168.21.70,80,6,2023-05-10 09:22:48.103671,104293114,62,62,5592.0,1124.0,287.0,0.0,90.1935483870968,111.92427749206412,112.0,0.0,18.129032258064512,30.77442192714206,64.39543074723035,1.1889567320810843,847911.4959349593,3670306.471393595,23410547.0,811.0,104290536.0,1709680.9180327873,5090287.998660322,23417822.0,10538.0,104290119.0,1709674.0819672132,5108505.667905265,23413088.0,4563.0,32,32,0,0,0,0,1984,1984,0.5944783660405423,0.5944783660405423,0.0,287.0,54.16129032258067,89.39329262199266,7991.160765801208,0,0,0,64,124,0,4,0,1.0,54.16129032258065,90.19354838709675,18.12903225806452,0.0,0.0,0.0,0.0,0.0,0.0,6.888888888888889,621.3333333333334,6.888888888888889,124.88888888888889,0,3080,32,32,0,32,2621946.6,3400770.435749788,8337800.0,32342.0,16397338.0,9128861.321047056,23410547.0,6255437.0,-1,-1,0,0,0,2856070178,cyberattack_ocpp16_doc_idtag
192.168.21.128-192.168.21.70-46148-80-6,192.168.21.128,46148,192.168.21.70,80,6,2023-05-10 13:25:29.779339,103750112,61,59,5592.0,1124.0,287.0,0.0,91.672131147541,112.24091964927874,112.0,0.0,19.05084745762712,31.27598160140624,64.73246024062124,1.156625257426228,871849.680672269,3401144.9288845244,21761008.0,745.0,103748611.0,1729143.5166666668,4653453.10792227,21762149.0,2676.0,103706765.0,1788047.6724137927,4722766.949475729,21767059.0,3055.0,32,32,0,0,0,0,1952,1888,0.5879511725249993,0.5686740849012288,0.0,287.0,55.96666666666666,90.3209899884462,8157.881232492999,0,0,0,64,120,0,4,0,0.9672131147540984,55.96666666666667,91.67213114754098,19.05084745762712,0.0,0.0,0.0,0.0,0.0,0.0,6.777777777777778,621.3333333333334,6.555555555555555,124.88888888888889,0,2377,32,32,0,32,1812929.7142857143,2371694.5806824644,5591340.0,30277.0,12677885.714285716,7170582.10527506,21761008.0,6713004.0,-1,-1,0,0,0,2851332718,cyberattack_ocpp16_doc_idtag
8.6.0.1-8.0.6.4-0-0-0,8.6.0.1,0,8.0.6.4,0,0,2023-04-27 16:33:44.093099,105040642,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666408722063979,17506773.666666664,9527055.12287237,30784524.0,4223658.0,105040642.0,17506773.666666664,9527055.12287237,30784524.0,4223658.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0666408722063979,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,0.0,0,0,0,0,0,0,4223658.0,0.0,4223658.0,4223658.0,20163396.8,7779693.155812587,30784524.0,12223832.0,-1,-1,0,0,0,0,normal
192.168.21.128-192.168.21.1-55419-53-17,192.168.21.128,55419,192.168.21.1,53,17,2023-04-28 02:26:46.357378,678121,2,2,96.0,409.0,48.0,48.0,48.0,0.0,232.0,177.0,204.5,38.89087296526012,744.7048535585832,5.898652305414521,226040.3333333333,104120.38463880804,303909.0,107775.0,303909.0,303909.0,0.0,303909.0,303909.0,107775.0,107775.0,0.0,107775.0,107775.0,0,0,0,0,0,0,16,16,2.9493261527072603,2.9493261527072603,48.0,232.0,126.25,93.10343710089332,8668.25,0,0,0,0,0,0,0,0,1.0,126.25,48.0,204.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,2,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,0,0,678121,normal
192.168.21.225-192.168.21.70-41316-80-6,192.168.21.225,41316,192.168.21.70,80,6,2024-06-25 11:40:08.567851,119838385,953,766,31548.0,41760.0,66.0,0.0,33.10388247639038,33.017163788830224,87.0,0.0,54.51697127937339,42.10927706417135,611.7238646031486,14.34431880903602,69754.58963911528,95110.52190540874,258012.0,13.0,119838385.0,125880.65651260504,102718.21161638494,258012.0,512.0,119792864.0,156591.97908496743,106145.56470681605,301910.0,434.0,478,480,0,0,0,0,30520,24512,7.952376861554001,6.391941947482019,0.0,87.0,42.64572425828973,38.82001726478845,1506.9937404384737,0,0,0,958,1719,0,0,0,0.8037775445960126,42.6457242582897,33.103882476390346,54.516971279373365,0.0,0.0,0.0,348.0,4.0,7710.373554304959,0.0,0.0,0.0,0.0,213,506,478,480,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,2,2,9605419151,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.225-192.168.21.70-35673-80-6,192.168.21.225,35673,192.168.21.70,80,6,2024-06-22 18:45:08.737454,21849,6,4,337.0,227.0,337.0,0.0,56.16666666666667,137.5796738863218,227.0,0.0,56.75,113.5,25813.538377042427,457.6868506567806,2427.6666666666665,5324.866758896414,16335.0,28.0,21849.0,4369.8,6798.683526977852,16335.0,116.0,21668.0,7222.666666666666,7994.849925629207,16454.0,2540.0,1,1,0,0,0,0,200,136,274.6121103940684,183.07474026271225,0.0,337.0,56.4,121.69561299497292,14809.82222222222,2,2,0,2,9,0,0,0,0.6666666666666666,56.4,56.16666666666666,56.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,1,1,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,0,1,21849,cyberattack_ocpp16_unauthorized_access
192.168.21.128-192.168.21.70-46388-80-6,192.168.21.128,46388,192.168.21.70,80,6,2023-04-28 00:39:01.872023,30251006,1,3,0.0,1722.0,0.0,0.0,0.0,0.0,574.0,574.0,574.0,0.0,56.92372676796269,0.1322270075910863,10083668.666666666,13624122.273874464,25793197.0,1504510.0,0.0,0.0,0.0,0.0,0.0,30251006.0,15125503.0,17214095.980772037,27297707.0,2953299.0,0,3,0,0,0,0,32,96,0.0330567518977715,0.0991702556933148,0.0,574.0,430.5,287.0,82369.00000000001,0,0,0,3,4,0,2,0,3.0,430.5,0.0,574.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,574.0,0,508,0,3,0,32,1504510.0,0.0,1504510.0,1504510.0,25793197.0,0.0,25793197.0,25793197.0,-1,-1,0,1,1,4705070516,cyberattack_ocpp16_fdi_chargingprofile
